symbol,date,domain
SH600011,20260105,cap_ge_500yi/nonstar_lt_10
SH600011,20260106,cap_ge_500yi/nonstar_lt_10
SH600011,20260107,cap_ge_500yi/nonstar_lt_10
SH600011,20260108,cap_ge_500yi/nonstar_lt_10
SH600011,20260109,cap_ge_500yi/nonstar_lt_10
SH600011,20260112,cap_ge_500yi/nonstar_lt_10
SH600011,20260113,cap_ge_500yi/nonstar_lt_10
SH600011,20260114,cap_ge_500yi/nonstar_lt_10
SH600011,20260115,cap_ge_500yi/nonstar_lt_10
SH600011,20260116,cap_ge_500yi/nonstar_lt_10
SH600011,20260119,cap_ge_500yi/nonstar_lt_10
SH600011,20260120,cap_ge_500yi/nonstar_lt_10
SH600011,20260121,cap_ge_500yi/nonstar_lt_10
SH600011,20260122,cap_ge_500yi/nonstar_lt_10
SH600011,20260123,cap_ge_500yi/nonstar_lt_10
SH600011,20260126,cap_ge_500yi/nonstar_lt_10
SH600011,20260127,cap_ge_500yi/nonstar_lt_10
SH600011,20260128,cap_ge_500yi/nonstar_lt_10
SH600011,20260129,cap_ge_500yi/nonstar_lt_10
SH600011,20260130,cap_ge_500yi/nonstar_lt_10
SH600021,20260105,cap_ge_500yi/nonstar_ge_10
SH600021,20260106,cap_ge_500yi/nonstar_ge_10
SH600021,20260107,cap_ge_500yi/nonstar_ge_10
SH600021,20260108,cap_ge_500yi/nonstar_ge_10
SH600021,20260109,cap_ge_500yi/nonstar_ge_10
SH600021,20260112,cap_ge_500yi/nonstar_ge_10
SH600021,20260113,cap_ge_500yi/nonstar_ge_10
SH600021,20260114,cap_ge_500yi/nonstar_ge_10
SH600021,20260115,cap_ge_500yi/nonstar_ge_10
SH600021,20260116,cap_ge_500yi/nonstar_ge_10
SH600021,20260119,cap_ge_500yi/nonstar_ge_10
SH600021,20260120,cap_ge_500yi/nonstar_ge_10
SH600021,20260121,cap_ge_500yi/nonstar_ge_10
SH600021,20260122,cap_ge_500yi/nonstar_ge_10
SH600021,20260123,cap_ge_500yi/nonstar_ge_10
SH600021,20260126,cap_ge_500yi/nonstar_ge_10
SH600021,20260127,cap_ge_500yi/nonstar_ge_10
SH600021,20260128,cap_ge_500yi/nonstar_ge_10
SH600021,20260129,cap_ge_500yi/nonstar_ge_10
SH600021,20260130,cap_ge_500yi/nonstar_ge_10
SH600023,20260105,cap_ge_500yi/nonstar_lt_10
SH600023,20260106,cap_ge_500yi/nonstar_lt_10
SH600023,20260107,cap_ge_500yi/nonstar_lt_10
SH600023,20260108,cap_ge_500yi/nonstar_lt_10
SH600023,20260109,cap_ge_500yi/nonstar_lt_10
SH600023,20260112,cap_ge_500yi/nonstar_lt_10
SH600023,20260113,cap_ge_500yi/nonstar_lt_10
SH600023,20260114,cap_ge_500yi/nonstar_lt_10
SH600023,20260115,cap_ge_500yi/nonstar_lt_10
SH600023,20260116,cap_ge_500yi/nonstar_lt_10
SH600023,20260119,cap_ge_500yi/nonstar_lt_10
SH600023,20260120,cap_ge_500yi/nonstar_lt_10
SH600023,20260121,cap_ge_500yi/nonstar_lt_10
SH600023,20260122,cap_ge_500yi/nonstar_lt_10
SH600023,20260123,cap_ge_500yi/nonstar_lt_10
SH600023,20260126,cap_ge_500yi/nonstar_lt_10
SH600023,20260127,cap_ge_500yi/nonstar_lt_10
SH600023,20260128,cap_ge_500yi/nonstar_lt_10
SH600023,20260129,cap_ge_500yi/nonstar_lt_10
SH600023,20260130,cap_ge_500yi/nonstar_lt_10
SH600026,20260105,cap_ge_500yi/nonstar_ge_10
SH600026,20260106,cap_ge_500yi/nonstar_ge_10
SH600026,20260107,cap_ge_500yi/nonstar_ge_10
SH600026,20260108,cap_ge_500yi/nonstar_ge_10
SH600026,20260109,cap_ge_500yi/nonstar_ge_10
SH600026,20260112,cap_ge_500yi/nonstar_ge_10
SH600026,20260113,cap_ge_500yi/nonstar_ge_10
SH600026,20260114,cap_ge_500yi/nonstar_ge_10
SH600026,20260115,cap_ge_500yi/nonstar_ge_10
SH600026,20260116,cap_ge_500yi/nonstar_ge_10
SH600026,20260119,cap_ge_500yi/nonstar_ge_10
SH600026,20260120,cap_ge_500yi/nonstar_ge_10
SH600026,20260121,cap_ge_500yi/nonstar_ge_10
SH600026,20260122,cap_ge_500yi/nonstar_ge_10
SH600026,20260123,cap_ge_500yi/nonstar_ge_10
SH600026,20260126,cap_ge_500yi/nonstar_ge_10
SH600026,20260127,cap_ge_500yi/nonstar_ge_10
SH600026,20260128,cap_ge_500yi/nonstar_ge_10
SH600026,20260129,cap_ge_500yi/nonstar_ge_10
SH600026,20260130,cap_ge_500yi/nonstar_ge_10
SH600027,20260105,cap_ge_500yi/nonstar_lt_10
SH600027,20260106,cap_ge_500yi/nonstar_lt_10
SH600027,20260107,cap_ge_500yi/nonstar_lt_10
SH600027,20260108,cap_ge_500yi/nonstar_lt_10
SH600027,20260109,cap_ge_500yi/nonstar_lt_10
SH600027,20260112,cap_ge_500yi/nonstar_lt_10
SH600027,20260113,cap_ge_500yi/nonstar_lt_10
SH600027,20260114,cap_ge_500yi/nonstar_lt_10
SH600027,20260115,cap_ge_500yi/nonstar_lt_10
SH600027,20260116,cap_ge_500yi/nonstar_lt_10
SH600027,20260119,cap_ge_500yi/nonstar_lt_10
SH600027,20260120,cap_ge_500yi/nonstar_lt_10
SH600027,20260121,cap_ge_500yi/nonstar_lt_10
SH600027,20260122,cap_ge_500yi/nonstar_lt_10
SH600027,20260123,cap_ge_500yi/nonstar_lt_10
SH600027,20260126,cap_ge_500yi/nonstar_lt_10
SH600027,20260127,cap_ge_500yi/nonstar_lt_10
SH600027,20260128,cap_ge_500yi/nonstar_lt_10
SH600027,20260129,cap_ge_500yi/nonstar_lt_10
SH600027,20260130,cap_ge_500yi/nonstar_lt_10
SH600039,20260105,cap_ge_500yi/nonstar_lt_10
SH600039,20260106,cap_ge_500yi/nonstar_lt_10
SH600039,20260107,cap_ge_500yi/nonstar_ge_10
SH600039,20260108,cap_ge_500yi/nonstar_lt_10
SH600039,20260109,cap_ge_500yi/nonstar_ge_10
SH600039,20260112,cap_ge_500yi/nonstar_ge_10
SH600039,20260113,cap_ge_500yi/nonstar_ge_10
SH600039,20260114,cap_ge_500yi/nonstar_ge_10
SH600039,20260115,cap_ge_500yi/nonstar_ge_10
SH600039,20260116,cap_ge_500yi/nonstar_ge_10
SH600039,20260119,cap_ge_500yi/nonstar_ge_10
SH600039,20260120,cap_ge_500yi/nonstar_ge_10
SH600039,20260121,cap_ge_500yi/nonstar_ge_10
SH600039,20260122,cap_ge_500yi/nonstar_ge_10
SH600039,20260123,cap_ge_500yi/nonstar_ge_10
SH600039,20260126,cap_ge_500yi/nonstar_lt_10
SH600039,20260127,cap_ge_500yi/nonstar_lt_10
SH600039,20260128,cap_ge_500yi/nonstar_lt_10
SH600039,20260129,cap_ge_500yi/nonstar_lt_10
SH600039,20260130,cap_ge_500yi/nonstar_lt_10
SH600048,20260105,cap_ge_500yi/nonstar_lt_10
SH600048,20260106,cap_ge_500yi/nonstar_lt_10
SH600048,20260107,cap_ge_500yi/nonstar_lt_10
SH600048,20260108,cap_ge_500yi/nonstar_lt_10
SH600048,20260109,cap_ge_500yi/nonstar_lt_10
SH600048,20260112,cap_ge_500yi/nonstar_lt_10
SH600048,20260113,cap_ge_500yi/nonstar_lt_10
SH600048,20260114,cap_ge_500yi/nonstar_lt_10
SH600048,20260115,cap_ge_500yi/nonstar_lt_10
SH600048,20260116,cap_ge_500yi/nonstar_lt_10
SH600048,20260119,cap_ge_500yi/nonstar_lt_10
SH600048,20260120,cap_ge_500yi/nonstar_lt_10
SH600048,20260121,cap_ge_500yi/nonstar_lt_10
SH600048,20260122,cap_ge_500yi/nonstar_lt_10
SH600048,20260123,cap_ge_500yi/nonstar_lt_10
SH600048,20260126,cap_ge_500yi/nonstar_lt_10
SH600048,20260127,cap_ge_500yi/nonstar_lt_10
SH600048,20260128,cap_ge_500yi/nonstar_lt_10
SH600048,20260129,cap_ge_500yi/nonstar_lt_10
SH600048,20260130,cap_ge_500yi/nonstar_lt_10
SH600050,20260105,cap_ge_500yi/nonstar_lt_10
SH600050,20260106,cap_ge_500yi/nonstar_lt_10
SH600050,20260107,cap_ge_500yi/nonstar_lt_10
SH600050,20260108,cap_ge_500yi/nonstar_lt_10
SH600050,20260109,cap_ge_500yi/nonstar_lt_10
SH600050,20260112,cap_ge_500yi/nonstar_lt_10
SH600050,20260113,cap_ge_500yi/nonstar_lt_10
SH600050,20260114,cap_ge_500yi/nonstar_lt_10
SH600050,20260115,cap_ge_500yi/nonstar_lt_10
SH600050,20260116,cap_ge_500yi/nonstar_lt_10
SH600050,20260119,cap_ge_500yi/nonstar_lt_10
SH600050,20260120,cap_ge_500yi/nonstar_lt_10
SH600050,20260121,cap_ge_500yi/nonstar_lt_10
SH600050,20260122,cap_ge_500yi/nonstar_lt_10
SH600050,20260123,cap_ge_500yi/nonstar_lt_10
SH600050,20260126,cap_ge_500yi/nonstar_lt_10
SH600050,20260127,cap_ge_500yi/nonstar_lt_10
SH600050,20260128,cap_ge_500yi/nonstar_lt_10
SH600050,20260129,cap_ge_500yi/nonstar_lt_10
SH600050,20260130,cap_ge_500yi/nonstar_lt_10
SH600055,20260105,cap_50_500yi/nonstar_ge_10
SH600055,20260106,cap_50_500yi/nonstar_ge_10
SH600055,20260107,cap_50_500yi/nonstar_ge_10
SH600055,20260108,cap_50_500yi/nonstar_ge_10
SH600055,20260109,cap_50_500yi/nonstar_ge_10
SH600055,20260112,cap_50_500yi/nonstar_ge_10
SH600055,20260113,cap_50_500yi/nonstar_ge_10
SH600055,20260114,cap_50_500yi/nonstar_ge_10
SH600055,20260115,cap_50_500yi/nonstar_ge_10
SH600055,20260116,cap_50_500yi/nonstar_ge_10
SH600055,20260119,cap_50_500yi/nonstar_ge_10
SH600055,20260120,cap_50_500yi/nonstar_ge_10
SH600055,20260121,cap_50_500yi/nonstar_ge_10
SH600055,20260122,cap_50_500yi/nonstar_ge_10
SH600055,20260123,cap_50_500yi/nonstar_ge_10
SH600055,20260126,cap_50_500yi/nonstar_ge_10
SH600055,20260127,cap_50_500yi/nonstar_ge_10
SH600055,20260128,cap_50_500yi/nonstar_ge_10
SH600055,20260129,cap_50_500yi/nonstar_ge_10
SH600055,20260130,cap_50_500yi/nonstar_ge_10
SH600067,20260105,cap_50_500yi/nonstar_lt_10
SH600067,20260106,cap_50_500yi/nonstar_lt_10
SH600067,20260107,cap_50_500yi/nonstar_lt_10
SH600067,20260108,cap_50_500yi/nonstar_lt_10
SH600067,20260109,cap_50_500yi/nonstar_lt_10
SH600067,20260112,cap_50_500yi/nonstar_lt_10
SH600067,20260113,cap_50_500yi/nonstar_lt_10
SH600067,20260114,cap_50_500yi/nonstar_lt_10
SH600067,20260115,cap_50_500yi/nonstar_lt_10
SH600067,20260116,cap_50_500yi/nonstar_lt_10
SH600067,20260119,cap_50_500yi/nonstar_lt_10
SH600067,20260120,cap_50_500yi/nonstar_lt_10
SH600067,20260121,cap_50_500yi/nonstar_lt_10
SH600067,20260122,cap_50_500yi/nonstar_lt_10
SH600067,20260123,cap_50_500yi/nonstar_lt_10
SH600067,20260126,cap_50_500yi/nonstar_lt_10
SH600067,20260127,cap_50_500yi/nonstar_lt_10
SH600067,20260128,cap_50_500yi/nonstar_lt_10
SH600067,20260129,cap_50_500yi/nonstar_lt_10
SH600067,20260130,cap_50_500yi/nonstar_lt_10
SH600155,20260105,cap_50_500yi/nonstar_lt_10
SH600155,20260106,cap_50_500yi/nonstar_lt_10
SH600155,20260107,cap_50_500yi/nonstar_lt_10
SH600155,20260108,cap_50_500yi/nonstar_lt_10
SH600155,20260109,cap_50_500yi/nonstar_lt_10
SH600155,20260112,cap_50_500yi/nonstar_lt_10
SH600155,20260113,cap_50_500yi/nonstar_lt_10
SH600155,20260114,cap_50_500yi/nonstar_lt_10
SH600155,20260115,cap_50_500yi/nonstar_lt_10
SH600155,20260116,cap_50_500yi/nonstar_lt_10
SH600155,20260119,cap_50_500yi/nonstar_lt_10
SH600155,20260120,cap_50_500yi/nonstar_lt_10
SH600155,20260121,cap_50_500yi/nonstar_lt_10
SH600155,20260122,cap_50_500yi/nonstar_lt_10
SH600155,20260123,cap_50_500yi/nonstar_lt_10
SH600155,20260126,cap_50_500yi/nonstar_lt_10
SH600155,20260127,cap_50_500yi/nonstar_lt_10
SH600155,20260128,cap_50_500yi/nonstar_lt_10
SH600155,20260129,cap_50_500yi/nonstar_lt_10
SH600155,20260130,cap_50_500yi/nonstar_lt_10
SH600165,20260105,cap_50_500yi/nonstar_lt_10
SH600165,20260106,cap_50_500yi/nonstar_lt_10
SH600165,20260107,cap_50_500yi/nonstar_lt_10
SH600165,20260108,cap_50_500yi/nonstar_lt_10
SH600165,20260109,cap_50_500yi/nonstar_lt_10
SH600165,20260112,cap_50_500yi/nonstar_lt_10
SH600165,20260113,cap_50_500yi/nonstar_lt_10
SH600165,20260114,cap_50_500yi/nonstar_lt_10
SH600165,20260115,cap_50_500yi/nonstar_lt_10
SH600165,20260116,cap_50_500yi/nonstar_lt_10
SH600165,20260119,cap_50_500yi/nonstar_lt_10
SH600165,20260120,cap_50_500yi/nonstar_lt_10
SH600165,20260121,cap_50_500yi/nonstar_lt_10
SH600165,20260122,cap_50_500yi/nonstar_lt_10
SH600165,20260123,cap_50_500yi/nonstar_lt_10
SH600165,20260126,cap_50_500yi/nonstar_lt_10
SH600165,20260127,cap_50_500yi/nonstar_lt_10
SH600165,20260128,cap_50_500yi/nonstar_lt_10
SH600165,20260129,cap_50_500yi/nonstar_lt_10
SH600165,20260130,cap_50_500yi/nonstar_lt_10
SH600167,20260105,cap_50_500yi/nonstar_lt_10
SH600167,20260106,cap_50_500yi/nonstar_lt_10
SH600167,20260107,cap_50_500yi/nonstar_lt_10
SH600167,20260108,cap_50_500yi/nonstar_lt_10
SH600167,20260109,cap_50_500yi/nonstar_lt_10
SH600167,20260112,cap_50_500yi/nonstar_lt_10
SH600167,20260113,cap_50_500yi/nonstar_lt_10
SH600167,20260114,cap_50_500yi/nonstar_lt_10
SH600167,20260115,cap_50_500yi/nonstar_lt_10
SH600167,20260116,cap_50_500yi/nonstar_lt_10
SH600167,20260119,cap_50_500yi/nonstar_lt_10
SH600167,20260120,cap_50_500yi/nonstar_lt_10
SH600167,20260121,cap_50_500yi/nonstar_lt_10
SH600167,20260122,cap_50_500yi/nonstar_lt_10
SH600167,20260123,cap_50_500yi/nonstar_lt_10
SH600167,20260126,cap_50_500yi/nonstar_lt_10
SH600167,20260127,cap_50_500yi/nonstar_lt_10
SH600167,20260128,cap_50_500yi/nonstar_lt_10
SH600167,20260129,cap_50_500yi/nonstar_lt_10
SH600167,20260130,cap_50_500yi/nonstar_lt_10
SH600173,20260105,cap_lt_50yi/nonstar_lt_10
SH600173,20260106,cap_50_500yi/nonstar_lt_10
SH600173,20260107,cap_50_500yi/nonstar_lt_10
SH600173,20260108,cap_50_500yi/nonstar_lt_10
SH600173,20260109,cap_50_500yi/nonstar_lt_10
SH600173,20260112,cap_50_500yi/nonstar_lt_10
SH600173,20260113,cap_50_500yi/nonstar_lt_10
SH600173,20260114,cap_50_500yi/nonstar_lt_10
SH600173,20260115,cap_50_500yi/nonstar_lt_10
SH600173,20260116,cap_50_500yi/nonstar_lt_10
SH600173,20260119,cap_50_500yi/nonstar_lt_10
SH600173,20260120,cap_50_500yi/nonstar_lt_10
SH600173,20260121,cap_50_500yi/nonstar_lt_10
SH600173,20260122,cap_50_500yi/nonstar_lt_10
SH600173,20260123,cap_50_500yi/nonstar_lt_10
SH600173,20260126,cap_50_500yi/nonstar_lt_10
SH600173,20260127,cap_50_500yi/nonstar_lt_10
SH600173,20260128,cap_50_500yi/nonstar_lt_10
SH600173,20260129,cap_50_500yi/nonstar_lt_10
SH600173,20260130,cap_50_500yi/nonstar_lt_10
SH600183,20260105,cap_ge_500yi/nonstar_ge_10
SH600183,20260106,cap_ge_500yi/nonstar_ge_10
SH600183,20260107,cap_ge_500yi/nonstar_ge_10
SH600183,20260108,cap_ge_500yi/nonstar_ge_10
SH600183,20260109,cap_ge_500yi/nonstar_ge_10
SH600183,20260112,cap_ge_500yi/nonstar_ge_10
SH600183,20260113,cap_ge_500yi/nonstar_ge_10
SH600183,20260114,cap_ge_500yi/nonstar_ge_10
SH600183,20260115,cap_ge_500yi/nonstar_ge_10
SH600183,20260116,cap_ge_500yi/nonstar_ge_10
SH600183,20260119,cap_ge_500yi/nonstar_ge_10
SH600183,20260120,cap_ge_500yi/nonstar_ge_10
SH600183,20260121,cap_ge_500yi/nonstar_ge_10
SH600183,20260122,cap_ge_500yi/nonstar_ge_10
SH600183,20260123,cap_ge_500yi/nonstar_ge_10
SH600183,20260126,cap_ge_500yi/nonstar_ge_10
SH600183,20260127,cap_ge_500yi/nonstar_ge_10
SH600183,20260128,cap_ge_500yi/nonstar_ge_10
SH600183,20260129,cap_ge_500yi/nonstar_ge_10
SH600183,20260130,cap_ge_500yi/nonstar_ge_10
SH600202,20260105,cap_lt_50yi/nonstar_lt_10
SH600202,20260106,cap_lt_50yi/nonstar_lt_10
SH600202,20260107,cap_lt_50yi/nonstar_lt_10
SH600202,20260108,cap_lt_50yi/nonstar_lt_10
SH600202,20260109,cap_lt_50yi/nonstar_lt_10
SH600202,20260112,cap_lt_50yi/nonstar_lt_10
SH600202,20260113,cap_lt_50yi/nonstar_lt_10
SH600202,20260114,cap_lt_50yi/nonstar_lt_10
SH600202,20260115,cap_lt_50yi/nonstar_lt_10
SH600202,20260116,cap_lt_50yi/nonstar_lt_10
SH600202,20260119,cap_lt_50yi/nonstar_lt_10
SH600202,20260120,cap_lt_50yi/nonstar_lt_10
SH600202,20260121,cap_lt_50yi/nonstar_lt_10
SH600202,20260122,cap_lt_50yi/nonstar_lt_10
SH600202,20260123,cap_lt_50yi/nonstar_lt_10
SH600202,20260126,cap_lt_50yi/nonstar_lt_10
SH600202,20260127,cap_lt_50yi/nonstar_lt_10
SH600202,20260128,cap_lt_50yi/nonstar_lt_10
SH600202,20260129,cap_lt_50yi/nonstar_lt_10
SH600202,20260130,cap_lt_50yi/nonstar_lt_10
SH600208,20260105,cap_50_500yi/nonstar_lt_10
SH600208,20260106,cap_50_500yi/nonstar_lt_10
SH600208,20260107,cap_50_500yi/nonstar_lt_10
SH600208,20260108,cap_50_500yi/nonstar_lt_10
SH600208,20260109,cap_50_500yi/nonstar_lt_10
SH600208,20260112,cap_50_500yi/nonstar_lt_10
SH600208,20260113,cap_50_500yi/nonstar_lt_10
SH600208,20260114,cap_50_500yi/nonstar_lt_10
SH600208,20260115,cap_50_500yi/nonstar_lt_10
SH600208,20260116,cap_50_500yi/nonstar_lt_10
SH600208,20260119,cap_50_500yi/nonstar_lt_10
SH600208,20260120,cap_50_500yi/nonstar_lt_10
SH600208,20260121,cap_50_500yi/nonstar_lt_10
SH600208,20260122,cap_50_500yi/nonstar_lt_10
SH600208,20260123,cap_50_500yi/nonstar_lt_10
SH600208,20260126,cap_50_500yi/nonstar_lt_10
SH600208,20260127,cap_50_500yi/nonstar_lt_10
SH600208,20260128,cap_50_500yi/nonstar_lt_10
SH600208,20260129,cap_50_500yi/nonstar_lt_10
SH600208,20260130,cap_50_500yi/nonstar_lt_10
SH600215,20260105,cap_lt_50yi/nonstar_lt_10
SH600215,20260106,cap_lt_50yi/nonstar_lt_10
SH600215,20260107,cap_lt_50yi/nonstar_lt_10
SH600215,20260108,cap_lt_50yi/nonstar_lt_10
SH600215,20260109,cap_lt_50yi/nonstar_lt_10
SH600215,20260112,cap_lt_50yi/nonstar_lt_10
SH600215,20260113,cap_lt_50yi/nonstar_lt_10
SH600215,20260114,cap_lt_50yi/nonstar_lt_10
SH600215,20260115,cap_lt_50yi/nonstar_lt_10
SH600215,20260116,cap_lt_50yi/nonstar_lt_10
SH600215,20260119,cap_lt_50yi/nonstar_lt_10
SH600215,20260120,cap_lt_50yi/nonstar_lt_10
SH600215,20260121,cap_lt_50yi/nonstar_lt_10
SH600215,20260122,cap_lt_50yi/nonstar_lt_10
SH600215,20260123,cap_lt_50yi/nonstar_lt_10
SH600215,20260126,cap_lt_50yi/nonstar_lt_10
SH600215,20260127,cap_lt_50yi/nonstar_lt_10
SH600215,20260128,cap_lt_50yi/nonstar_lt_10
SH600215,20260129,cap_lt_50yi/nonstar_lt_10
SH600215,20260130,cap_lt_50yi/nonstar_lt_10
SH600219,20260105,cap_ge_500yi/nonstar_lt_10
SH600219,20260106,cap_ge_500yi/nonstar_lt_10
SH600219,20260107,cap_ge_500yi/nonstar_lt_10
SH600219,20260108,cap_ge_500yi/nonstar_lt_10
SH600219,20260109,cap_ge_500yi/nonstar_lt_10
SH600219,20260112,cap_ge_500yi/nonstar_lt_10
SH600219,20260113,cap_ge_500yi/nonstar_lt_10
SH600219,20260114,cap_ge_500yi/nonstar_lt_10
SH600219,20260115,cap_ge_500yi/nonstar_lt_10
SH600219,20260116,cap_ge_500yi/nonstar_lt_10
SH600219,20260119,cap_ge_500yi/nonstar_lt_10
SH600219,20260120,cap_ge_500yi/nonstar_lt_10
SH600219,20260121,cap_ge_500yi/nonstar_lt_10
SH600219,20260122,cap_ge_500yi/nonstar_lt_10
SH600219,20260123,cap_ge_500yi/nonstar_lt_10
SH600219,20260126,cap_ge_500yi/nonstar_lt_10
SH600219,20260127,cap_ge_500yi/nonstar_lt_10
SH600219,20260128,cap_ge_500yi/nonstar_lt_10
SH600219,20260129,cap_ge_500yi/nonstar_lt_10
SH600219,20260130,cap_ge_500yi/nonstar_lt_10
SH600221,20260105,cap_ge_500yi/nonstar_lt_10
SH600221,20260106,cap_ge_500yi/nonstar_lt_10
SH600221,20260107,cap_ge_500yi/nonstar_lt_10
SH600221,20260108,cap_ge_500yi/nonstar_lt_10
SH600221,20260109,cap_ge_500yi/nonstar_lt_10
SH600221,20260112,cap_ge_500yi/nonstar_lt_10
SH600221,20260113,cap_ge_500yi/nonstar_lt_10
SH600221,20260114,cap_ge_500yi/nonstar_lt_10
SH600221,20260115,cap_ge_500yi/nonstar_lt_10
SH600221,20260116,cap_ge_500yi/nonstar_lt_10
SH600221,20260119,cap_ge_500yi/nonstar_lt_10
SH600221,20260120,cap_ge_500yi/nonstar_lt_10
SH600221,20260121,cap_ge_500yi/nonstar_lt_10
SH600221,20260122,cap_ge_500yi/nonstar_lt_10
SH600221,20260123,cap_ge_500yi/nonstar_lt_10
SH600221,20260126,cap_ge_500yi/nonstar_lt_10
SH600221,20260127,cap_ge_500yi/nonstar_lt_10
SH600221,20260128,cap_ge_500yi/nonstar_lt_10
SH600221,20260129,cap_ge_500yi/nonstar_lt_10
SH600221,20260130,cap_ge_500yi/nonstar_lt_10
SH600232,20260105,cap_lt_50yi/nonstar_lt_10
SH600232,20260106,cap_lt_50yi/nonstar_lt_10
SH600232,20260107,cap_lt_50yi/nonstar_lt_10
SH600232,20260108,cap_lt_50yi/nonstar_lt_10
SH600232,20260109,cap_lt_50yi/nonstar_lt_10
SH600232,20260112,cap_lt_50yi/nonstar_lt_10
SH600232,20260113,cap_lt_50yi/nonstar_lt_10
SH600232,20260114,cap_lt_50yi/nonstar_lt_10
SH600232,20260115,cap_lt_50yi/nonstar_lt_10
SH600232,20260116,cap_lt_50yi/nonstar_lt_10
SH600232,20260119,cap_lt_50yi/nonstar_lt_10
SH600232,20260120,cap_lt_50yi/nonstar_lt_10
SH600232,20260121,cap_lt_50yi/nonstar_lt_10
SH600232,20260122,cap_lt_50yi/nonstar_lt_10
SH600232,20260123,cap_lt_50yi/nonstar_lt_10
SH600232,20260126,cap_lt_50yi/nonstar_lt_10
SH600232,20260127,cap_lt_50yi/nonstar_lt_10
SH600232,20260128,cap_lt_50yi/nonstar_lt_10
SH600232,20260129,cap_lt_50yi/nonstar_lt_10
SH600232,20260130,cap_lt_50yi/nonstar_lt_10
SH600233,20260105,cap_ge_500yi/nonstar_ge_10
SH600233,20260106,cap_ge_500yi/nonstar_ge_10
SH600233,20260107,cap_ge_500yi/nonstar_ge_10
SH600233,20260108,cap_ge_500yi/nonstar_ge_10
SH600233,20260109,cap_ge_500yi/nonstar_ge_10
SH600233,20260112,cap_ge_500yi/nonstar_ge_10
SH600233,20260113,cap_ge_500yi/nonstar_ge_10
SH600233,20260114,cap_ge_500yi/nonstar_ge_10
SH600233,20260115,cap_ge_500yi/nonstar_ge_10
SH600233,20260116,cap_ge_500yi/nonstar_ge_10
SH600233,20260119,cap_ge_500yi/nonstar_ge_10
SH600233,20260120,cap_ge_500yi/nonstar_ge_10
SH600233,20260121,cap_ge_500yi/nonstar_ge_10
SH600233,20260122,cap_ge_500yi/nonstar_ge_10
SH600233,20260123,cap_ge_500yi/nonstar_ge_10
SH600233,20260126,cap_ge_500yi/nonstar_ge_10
SH600233,20260127,cap_ge_500yi/nonstar_ge_10
SH600233,20260128,cap_ge_500yi/nonstar_ge_10
SH600233,20260129,cap_ge_500yi/nonstar_ge_10
SH600233,20260130,cap_ge_500yi/nonstar_ge_10
SH600234,20260105,cap_lt_50yi/nonstar_ge_10
SH600234,20260106,cap_lt_50yi/nonstar_ge_10
SH600234,20260107,cap_lt_50yi/nonstar_ge_10
SH600234,20260108,cap_lt_50yi/nonstar_ge_10
SH600234,20260109,cap_lt_50yi/nonstar_ge_10
SH600234,20260112,cap_lt_50yi/nonstar_ge_10
SH600234,20260113,cap_lt_50yi/nonstar_ge_10
SH600234,20260114,cap_lt_50yi/nonstar_ge_10
SH600234,20260115,cap_lt_50yi/nonstar_ge_10
SH600234,20260116,cap_lt_50yi/nonstar_ge_10
SH600234,20260119,cap_lt_50yi/nonstar_ge_10
SH600234,20260120,cap_lt_50yi/nonstar_ge_10
SH600234,20260121,cap_lt_50yi/nonstar_ge_10
SH600234,20260122,cap_lt_50yi/nonstar_ge_10
SH600234,20260123,cap_lt_50yi/nonstar_ge_10
SH600234,20260126,cap_lt_50yi/nonstar_ge_10
SH600234,20260127,cap_lt_50yi/nonstar_ge_10
SH600234,20260128,cap_lt_50yi/nonstar_ge_10
SH600234,20260129,cap_lt_50yi/nonstar_ge_10
SH600234,20260130,cap_lt_50yi/nonstar_ge_10
SH600281,20260105,cap_lt_50yi/nonstar_lt_10
SH600281,20260106,cap_lt_50yi/nonstar_lt_10
SH600281,20260107,cap_lt_50yi/nonstar_lt_10
SH600281,20260108,cap_lt_50yi/nonstar_lt_10
SH600281,20260109,cap_lt_50yi/nonstar_lt_10
SH600281,20260112,cap_lt_50yi/nonstar_lt_10
SH600281,20260113,cap_lt_50yi/nonstar_lt_10
SH600281,20260114,cap_lt_50yi/nonstar_lt_10
SH600281,20260115,cap_lt_50yi/nonstar_lt_10
SH600281,20260116,cap_lt_50yi/nonstar_lt_10
SH600281,20260119,cap_lt_50yi/nonstar_lt_10
SH600281,20260120,cap_lt_50yi/nonstar_lt_10
SH600281,20260121,cap_lt_50yi/nonstar_lt_10
SH600281,20260122,cap_lt_50yi/nonstar_lt_10
SH600281,20260123,cap_lt_50yi/nonstar_lt_10
SH600281,20260126,cap_lt_50yi/nonstar_lt_10
SH600281,20260127,cap_lt_50yi/nonstar_lt_10
SH600281,20260128,cap_lt_50yi/nonstar_lt_10
SH600281,20260129,cap_lt_50yi/nonstar_lt_10
SH600281,20260130,cap_lt_50yi/nonstar_lt_10
SH600299,20260105,cap_50_500yi/nonstar_lt_10
SH600299,20260106,cap_50_500yi/nonstar_lt_10
SH600299,20260107,cap_50_500yi/nonstar_lt_10
SH600299,20260108,cap_50_500yi/nonstar_lt_10
SH600299,20260109,cap_50_500yi/nonstar_lt_10
SH600299,20260112,cap_50_500yi/nonstar_lt_10
SH600299,20260113,cap_50_500yi/nonstar_lt_10
