symbol,date,active_take_mid_gap_ratio,active_take_mid_gap,all_mid_gap,active_take_mid_events,all_mid_move_events,trade_mid_move_events,cancel_mid_move_events,order_add_mid_move_events,continuous_events,valid_lag_events
SH600021,20260114,0.498909523494812,37.745,75.655,6751,13158,6751,15,6392,342045,342043
SH600021,20260115,0.49717000202142714,24.595,49.47,4583,9044,4583,25,4436,206667,206665
SH600021,20260116,0.49898011218765936,39.14,78.44,6692,12866,6692,16,6158,388327,388325
SH600021,20260119,0.4984984984984985,34.86,69.93,6411,12460,6411,20,6029,395114,395112
SH600021,20260120,0.49963065558633424,81.165,162.45,13884,26669,13884,12,12773,754334,754332
SH600021,20260121,0.49912903658046365,74.5,149.26,11118,21169,11118,25,10026,482315,482313
SH600021,20260122,0.49914245899882087,46.565,93.29,7996,15358,7996,16,7346,410279,410277
SH600021,20260123,0.49941320293398533,51.065,102.25,8923,17192,8923,10,8259,463980,463978
SH600021,20260126,0.498980044345898,56.26,112.75,9585,18372,9585,18,8769,463897,463895
SH600021,20260127,0.4992400390837043,45.985,92.11,7611,14600,7611,13,6976,339831,339829
SH600021,20260128,0.4964842555793335,24.36,49.065,4507,8845,4507,30,4308,234390,234388
SH600021,20260129,0.49766865802127347,34.155,68.63,5775,11172,5775,29,5368,285332,285330
SH600021,20260130,0.49840046531917986,34.275,68.77,6052,11758,6052,21,5685,295336,295334
