symbol,date,frequency,window_name,window_start,window_end,start_mid,end_mid,window_return,threshold_history_days,threshold_history_order_count,threshold_mean_qty,threshold_p80_qty,threshold_p90_qty,mean_x05_buy_exec_qty,mean_x05_sell_exec_qty,mean_x05_buy_order_count,mean_x05_sell_order_count,mean_x05_alf,mean_x10_buy_exec_qty,mean_x10_sell_exec_qty,mean_x10_buy_order_count,mean_x10_sell_order_count,mean_x10_alf,p80_buy_exec_qty,p80_sell_exec_qty,p80_buy_order_count,p80_sell_order_count,p80_alf,p90_buy_exec_qty,p90_sell_exec_qty,p90_buy_order_count,p90_sell_order_count,p90_alf,fixed_notional_buy_exec_qty,fixed_notional_sell_exec_qty,fixed_notional_buy_order_count,fixed_notional_sell_order_count,fixed_notional_alf,window_events,trade_events,order_add_events,cancel_events,active_order_count,split_active_order_count,trade_before_add_count,fully_immediate_order_count,full_link_trade_count,partial_link_trade_count,missing_aggressor_id_count,invalid_volume_count,valid_book_events,invalid_book_events,fixed_notional,is_valid,invalid_reason,factor_version
SZ000710,20250805,daily,daily_0930_close,93000000,145700000,14.72,14.995,0.01868206521739113,20,1120371,1507.052518317593,1500.0,3000.0,17980899.0,16476139.0,4839,4991,0.04367061382350973,15701099.0,14109239.0,2630,2716,0.05339959580465005,15904999.0,14371039.0,2772,2895,0.05066581036792198,13489999.0,11815939.0,1517,1564,0.06615285313668279,2286200.0,237800.0,22,3,0.8115689381933439,153377,56809,80301,16200,27592,7832,0,60,56809,0,0,0,138022,15355,1000000.0,True,,stylized_fact_4_6_d04_d06_v1
SZ300201,20250805,daily,daily_0930_close,93000000,145700000,5.505,5.565,0.010899182561308063,20,490525,4184.277985831507,4800.0,10000.0,12855738.0,10635054.0,1149,948,0.09453423281769299,11587738.0,9698555.0,723,637,0.08875115079924907,11390038.0,9549855.0,678,604,0.08787929336601673,9249711.0,7717455.0,346,312,0.09030712612819371,2200011.0,411200.0,9,2,0.6850503463718558,37674,12184,20024,5433,6246,1397,0,33,12184,0,0,0,36558,1116,1000000.0,True,,stylized_fact_4_6_d04_d06_v1
SZ300778,20250805,daily,daily_0930_close,93000000,145700000,15.26,15.465,0.0134338138925294,20,897213,1647.7604303548878,1600.0,3200.0,3111348.0,3519872.0,928,969,-0.061606159952467265,2691348.0,3080567.0,555,564,-0.06743325222218276,2720748.0,3116267.0,574,587,-0.06776049059322274,2192140.0,2537935.0,320,315,-0.07310560614789406,100000.0,148300.0,1,2,-0.1945227547321788,34902,10873,18212,5809,5695,1406,0,6,10873,0,0,0,33335,1567,1000000.0,True,,stylized_fact_4_6_d04_d06_v1
SZ301552,20250805,daily,daily_0930_close,93000000,145700000,39.83,40.54,0.017825759477780645,20,141273,757.30477161241,900.0,1500.0,908525.0,534108.0,661,519,0.2595372489053002,783701.0,425530.0,389,283,0.29619733533129733,755561.0,411390.0,352,264,0.294931835184168,618441.0,291650.0,207,127,0.35907508150283873,90080.0,26239.0,2,1,0.5488441269268133,15677,5078,8288,2310,3239,730,0,1,5078,0,0,0,14492,1185,1000000.0,True,,stylized_fact_4_6_d04_d06_v1
SH600266,20250805,daily,daily_1000_close,100000000,145700000,4.645,4.635,-0.002152852529601623,20,864518,3347.793132126804,2300.0,5500.0,10096620.0,15951013.0,860,1202,-0.22475719770775332,9413120.0,14923133.0,553,734,-0.2264117241055967,9767820.0,15391013.0,686,911,-0.22350770403380793,8500720.0,14154532.0,341,551,-0.2495585571063169,1060100.0,972600.0,3,3,0.04304619471638707,42442,18706,16503,7233,12339,2284,216,12123,1042,17664,0,0,42442,0,1000000.0,True,,stylized_fact_4_6_d04_d06_v1
SH601398,20250805,daily,daily_1000_close,100000000,145700000,7.685,7.755,0.009108653220559537,20,4375055,5752.146142162785,4100.0,10000.0,132841530.0,103445778.0,6251,5780,0.12440681748340034,122327424.0,92845753.0,3702,3162,0.137013690140384,128832524.0,98523778.0,5059,4320,0.13330946067199845,113054644.0,83559627.0,2478,1869,0.1500146294060211,57289381.0,38830382.0,199,152,0.19204166160917396,254235,96984,103570,53681,62015,11457,275,61740,1987,94997,0,0,254235,0,1000000.0,True,,stylized_fact_4_6_d04_d06_v1
SH605116,20250805,daily,daily_1000_close,100000000,145700000,23.555,23.455,-0.004245383145829007,20,418297,733.2502002165925,700.0,1400.0,1055500.0,1096200.0,787,786,-0.018915276293163544,888200.0,937500.0,441,452,-0.02700334118420332,918400.0,967000.0,486,499,-0.025777023443301156,726600.0,763200.0,259,252,-0.024567055980668547,0.0,54000.0,0,1,-1.0,19071,7158,7924,3989,7039,1331,643,6396,1201,5957,0,0,19071,0,1000000.0,True,,stylized_fact_4_6_d04_d06_v1
SH688029,20250805,daily,daily_1000_close,100000000,145700000,86.065,86.555,0.005693371289142046,20,549624,764.8324527313217,1300.0,1426.0,716551.0,1160994.0,860,1144,-0.23671496555342217,508316.0,896200.0,381,514,-0.2761691572043323,375181.0,682471.0,214,273,-0.29053979948035835,355794.0,659465.0,196,252,-0.2991069273948815,0.0,67163.0,0,5,-1.0,40310,10416,17781,12113,9067,3111,1562,7505,1706,8710,0,0,40310,0,1000000.0,True,,stylized_fact_4_6_d04_d06_v1
SH688167,20250805,daily,daily_1000_close,100000000,145700000,85.77,85.885,0.0013407951498194404,20,238186,748.9080508510156,812.0,1430.0,901137.0,845805.0,685,676,0.03167363312577063,775504.0,715106.0,400,382,0.04051898216166536,751824.0,695051.0,363,352,0.0392383585313175,613462.0,562818.0,208,205,0.043054374808719015,69900.0,77491.0,3,5,-0.0515024662292813,14304,4438,6290,3576,3628,964,817,2811,1092,3346,0,0,14304,0,1000000.0,True,,stylized_fact_4_6_d04_d06_v1
SH688502,20250805,daily,daily_1000_close,100000000,145700000,338.835,338.95,0.0003393982321779898,20,223040,396.90724085365855,400.0,706.0,833332.0,848194.0,1981,2258,-0.008838400357770263,548288.0,524756.0,649,618,0.021930135204148198,546897.0,523768.0,645,615,0.021602462021267158,411550.0,386579.0,338,288,0.03128692228950458,105189.0,120045.0,21,25,-0.06595807027358214,20742,7426,9014,4302,5888,2185,1277,4611,1564,5862,0,0,20742,0,1000000.0,True,,stylized_fact_4_6_d04_d06_v1
SZ000536,20250805,daily,daily_1000_close,100000000,145700000,4.835,4.815,-0.00413650465356763,20,1277934,3480.880472700468,3300.0,7000.0,40761857.0,40725685.0,4696,4043,0.00044389607432262465,35979783.0,36607597.0,2671,2344,-0.008649079220106857,36247283.0,37042397.0,2752,2474,-0.01084892170357409,29848583.0,31456197.0,1402,1274,-0.026223305915134186,2364000.0,5075800.0,8,13,-0.3644990456732708,164730,57293,83169,24219,48692,12242,0,104,57293,0,0,0,161579,3151,1000000.0,True,,stylized_fact_4_6_d04_d06_v1
SZ000652,20250805,daily,daily_1000_close,100000000,145700000,4.415,4.435,0.0045300113250281715,20,353812,4814.253564039659,5000.0,10000.0,4352280.0,3891800.0,339,255,0.055855838371291884,3929780.0,3568200.0,214,160,0.04822365490438758,3885680.0,3563300.0,205,159,0.04327840858748446,3292700.0,3069900.0,119,82,0.035017131361393145,0.0,273200.0,0,1,-1.0,17663,5452,8959,3235,3801,699,0,19,5452,0,0,0,16915,748,1000000.0,True,,stylized_fact_4_6_d04_d06_v1
SZ000710,20250805,daily,daily_1000_close,100000000,145700000,15.0,14.995,-0.00033333333333340764,20,1120371,1507.052518317593,1500.0,3000.0,6859499.0,7684539.0,2227,2456,-0.05672702450309879,5743699.0,6496939.0,1134,1327,-0.061536008172123055,5830999.0,6613939.0,1196,1406,-0.06291232628077376,4807899.0,5336839.0,660,741,-0.052139345540515684,330100.0,74000.0,3,1,0.633754021281861,79904,29429,41018,9430,27592,7832,0,60,29429,0,0,0,75795,4109,1000000.0,True,,stylized_fact_4_6_d04_d06_v1
SZ300201,20250805,daily,daily_1000_close,100000000,145700000,5.59,5.565,-0.004472271914132242,20,490525,4184.277985831507,4800.0,10000.0,4270200.0,6562882.0,404,571,-0.21163709459597924,3798100.0,6018882.0,249,390,-0.2262184039860723,3749800.0,5910882.0,238,366,-0.2236986995328073,3113800.0,4752282.0,134,184,-0.20829709123296705,300000.0,216600.0,1,1,0.16144018583042974,19967,6095,10232,3610,6246,1397,0,33,6095,0,0,0,19358,609,1000000.0,True,,stylized_fact_4_6_d04_d06_v1
SZ300778,20250805,daily,daily_1000_close,100000000,145700000,15.47,15.465,-0.0003232062055591456,20,897213,1647.7604303548878,1600.0,3200.0,2013423.0,2805072.0,648,725,-0.16429383033499048,1713823.0,2470267.0,381,422,-0.18079056616850975,1728223.0,2499067.0,390,440,-0.18234944846461917,1354415.0,2054135.0,211,231,-0.20528377169177509,0.0,148300.0,0,2,-1.0,25874,8039,13183,4645,5695,1406,0,6,8039,0,0,0,25038,836,1000000.0,True,,stylized_fact_4_6_d04_d06_v1
SZ301552,20250805,daily,daily_1000_close,100000000,145700000,40.295,40.54,0.006080158828638771,20,141273,757.30477161241,900.0,1500.0,732040.0,368092.0,503,368,0.33082211952747487,633440.0,290392.0,292,200,0.3713315840975415,612800.0,282352.0,265,190,0.36915294832609435,504580.0,192832.0,152,89,0.4470069342081868,90080.0,0.0,2,0,1.0,11710,3874,6097,1738,3239,730,0,1,3874,0,0,0,10932,778,1000000.0,True,,stylized_fact_4_6_d04_d06_v1
